ID,Word,SER
1469,dive,2.60
1470,diverse,1.82
1471,divert,2.20
1472,divide,2.64
1473,divine,2.50
1474,divorce,2.82
1475,divulge,2.27
1476,dizzy,4.91
1477,do,1.50
1478,docile,2.64
1479,dock,2.60
1480,docket,1.73
1481,doctor,4.00
1482,doctrine,2.36
1483,dodge,2.70
1484,does,1.09
1485,dog,3.90
1486,doing,1.91
1487,dole,1.10
1488,doll,2.91
1489,dollar,4.18
1490,dolphin,2.91
1491,dolt,1.30
1492,domain,1.36
1493,dome,4.00
1494,don,1.40
1495,donate,3.00
1496,done,1.50
1497,donkey,3.80
1498,donor,1.82
1499,donut,4.27
1500,doodle,4.30
1501,doom,2.64
1502,doozy,2.18
1503,dope,1.70
1504,dorm,4.64
1505,dormant,2.55
1506,dorsal,2.40
1507,dosage,3.60
1508,dose,1.36
1509,dote,1.64
1510,double,2.20
1511,doubt,1.91
1512,douche,2.73
1513,dough,3.27
1514,doughnut,5.18
1515,dour,1.64
1516,douse,2.00
1517,dove,4.18
1518,down,2.45
1519,downtown,4.10
1520,dowry,2.18
1521,dowse,2.45
1522,doze,2.36
1523,dozen,2.27
1524,drab,2.27
1525,draft,3.25
1526,drag,3.17
1527,dragon,5.70
1528,drain,2.09
1529,drake,1.20
1530,drama,4.60
1531,drank,3.67
1532,drape,2.18
1533,drastic,2.55
1534,draught,1.70
1535,draw,2.73
1536,drawer,3.91
1537,drawing,3.00
1538,drawl,3.00
1539,dread,2.30
1540,dream,3.30
1541,dreamt,2.82
1542,dreary,3.91
1543,dredge,2.00
1544,drench,3.50
1545,dress,3.27
1546,dresser,2.45
1547,drew,2.10
1548,dribble,3.22
1549,drift,2.91
1550,drifter,2.64
1551,drill,3.09
1552,drink,5.09
1553,drip,3.58
1554,drive,4.18
1555,drivel,2.91
1556,droll,1.90
1557,drone,2.30
1558,droop,2.50
1559,drop,2.50
1560,drought,3.00
1561,drove,2.92
1562,drown,3.18
1563,drowse,2.82
1564,drowsy,4.70
1565,drug,2.82
1566,drum,4.73
1567,drunk,4.18
1568,druthers,1.60
1569,dry,3.80
1570,dryer,4.09
1571,dual,2.00
1572,dub,2.42
1573,duck,3.27
1574,duct,2.45
1575,dud,2.50
1576,dude,2.64
1577,due,2.00
1578,duel,3.00
1579,duffel,3.20
1580,dug,2.40
1581,duke,2.80
1582,dull,1.64
1583,duly,1.60
1584,dumb,1.64
1585,dummy,3.30
1586,dump,3.55
1587,dumpster,4.55
1588,dunce,1.50
1589,dune,3.00
1590,dung,3.09
1591,dunk,3.33
1592,dupe,1.36
1593,duress,2.00
1594,during,1.60
1595,dusk,2.73
1596,dust,2.45
1597,duty,2.30
1598,dwarf,1.73
1599,dwell,1.70
1600,dye,2.58
1601,each,1.10
1602,eager,3.09
1603,eagle,3.90
1604,ear,3.00
1605,earl,1.18
1606,early,2.80
1607,earn,1.82
1608,earnest,2.64
1609,earring,3.30
1610,earth,3.00
1611,ease,2.50
1612,easy,2.40
1613,eat,4.64
1614,ebb,1.91
1615,echo,3.70
1616,eclipse,5.40
1617,edge,3.36
1618,edit,1.45
1619,eerie,4.90
1620,effect,1.80
1621,effort,3.00
1622,eight,1.64
1623,either,1.60
1624,eject,3.60
1625,eke,2.20
1626,elbow,3.30
1627,elect,2.30
1628,elf,2.64
1629,elite,2.20
1630,elk,2.45
1631,else,1.50
1632,elves,2.42
1633,email,2.80
1634,embark,3.60
1635,emblem,2.10
1636,embrace,4.70
1637,emerge,3.45
1638,empire,3.27
1639,employ,3.20
1640,empty,2.91
1641,encore,3.00
1642,end,2.45
1643,endorse,2.27
1644,endure,3.60
1645,enforce,2.40
1646,engage,3.18
1647,engine,2.90
1648,enhance,2.73
1649,enjoy,3.60
1650,enlist,2.00
1651,enough,2.30
1652,enroll,2.50
1653,ensign,2.40
1654,ensure,2.70
1655,enter,2.73
1656,entice,3.30
1657,entire,1.45
1658,entrails,2.82
1659,entrance,2.40
1660,entree,5.00
1661,entry,3.10
1662,envoy,1.70
1663,envy,3.36
1664,enzyme,2.90
1665,epic,3.20
1666,equal,1.91
1667,era,3.00
1668,erase,3.18
1669,erect,4.00
1670,ergo,2.30
1671,ermine,1.33
1672,errand,2.30
1673,error,2.36
1674,escape,3.18
1675,escort,3.09
1676,escrow,1.44
1677,essay,2.45
1678,essence,3.50
1679,estate,2.36
1680,esteem,2.27
1681,etch,1.82
1682,ether,3.00
1683,ethic,2.27
1684,ethics,2.30
1685,ethnic,2.73
1686,evade,2.55
1687,eve,2.09
1688,even,1.36
1689,ever,2.10
1690,every,1.60
1691,evict,3.27
1692,evolve,3.40
1693,exam,5.60
1694,exceed,3.55
1695,excel,2.73
1696,except,2.00
1697,excess,3.00
1698,exchange,2.36
1699,excite,4.27
1700,exclude,2.36
1701,excuse,2.18
1702,exempt,1.90
1703,exert,3.30
1704,exhale,4.00
1705,exhaust,4.82
1706,exile,2.80
1707,exist,1.70
1708,exit,4.40
1709,expand,3.30
1710,expect,1.20
1711,expel,2.50
1712,expense,2.00
1713,expert,2.18
1714,expire,3.00
1715,explain,2.82
1716,explode,5.20
1717,exploit,2.91
1718,explore,3.36
1719,export,2.09
1720,expose,2.82
1721,express,2.30
1722,extend,2.91
1723,extent,2.00
1724,extinct,3.20
1725,extort,2.00
1726,extra,3.10
1727,extract,3.18
1728,extreme,2.82
1729,eye,4.00
1730,fabric,4.78
1731,facade,2.80
1732,face,3.09
1733,facial,3.60
1734,fact,2.00
1735,faction,1.80
1736,factor,1.91
1737,fad,1.55
1738,fade,1.82
1739,fag,2.73
1740,fail,3.27
1741,failure,4.18
1742,faint,3.30
1743,fair,2.30
1744,fairy,3.50
1745,faith,2.40
1746,fake,2.10
1747,falcon,3.55
1748,fall,3.25
1749,fallow,1.50
1750,false ,2.00
1751,fame,2.20
1752,famine,4.73
1753,famous,2.73
1754,fan,2.82
1755,fancy,3.45
1756,fanfare,4.20
1757,fang,3.82
1758,far,2.60
1759,farce,2.09
1760,farewell,3.60
1761,farm,4.25
1762,farmer,4.18
1763,farther,3.10
1764,fashion,3.30
1765,fast,2.60
1766,fat,4.00
1767,fatal,3.50
1768,fate,1.64
1769,father,3.82
1770,fathom,2.91
1771,fatigue,5.09
1772,faucet,3.09
1773,fault,1.60
1774,fauna,2.91
1775,favor,3.30
1776,fawn,1.80
1777,fear,3.55
1778,feast,3.60
1779,feather,3.91
1780,feature,1.91
1781,fecal,4.20
1782,feces,4.30
1783,fed,3.10
1784,fee,2.64
1785,feeble,2.82
1786,feed,2.20
1787,feel,3.36
1788,feeling,4.20
1789,feet,3.55
1790,feign,1.73
1791,feline,3.40
1792,fell,2.91
1793,fellow,2.73
1794,felon,2.40
1795,felt,2.55
1796,female,4.90
1797,femme,2.82
1798,femur,4.00
1799,fence,2.18
1800,fend,1.70
1801,fender,3.36
1802,fennel,3.91
1803,fern,2.09
1804,ferret,3.73
1805,ferry,2.91
1806,fertile,3.18
1807,fester,4.09
1808,festive,4.10
1809,fetal,3.00
1810,fetch,2.30
1811,fetish,2.80
1812,fetus,4.00
1813,feud,2.00
1814,fever,4.90
1815,few,1.55
1816,fib,2.36
1817,fiber,3.00
1818,fibre,1.82
1819,fickle,2.00
1820,fiction,2.80
1821,fiddle,4.30
1822,fiend,2.00
1823,fierce,2.73
1824,fife,2.30
1825,fifth,2.36
1826,fig,4.00
1827,fight,3.30
1828,figment,2.45
1829,figure,2.55
1830,file,2.36
1831,fill,1.64
1832,film,3.36
1833,filth,3.55
1834,fin,2.27
1835,final,2.80
1836,finance,2.30
1837,finch,2.00
1838,find,1.50
1839,fine,2.00
1840,finesse,3.09
1841,finger,4.80
1842,finish,4.82
1843,finite,1.64
1844,fir,2.18
1845,firm,2.45
1846,first,1.92
1847,fiscal,2.10
1848,fish,2.91
1849,fist,3.30
1850,fit,3.27
1851,fitness,4.70
1852,five,1.50
1853,fix,2.00
1854,fixture,2.30
1855,fizz,3.00
1856,flagrant,3.55
1857,flail,2.73
1858,flair,2.91
1859,flak,1.50
1860,flake,3.27
1861,flank,3.00
1862,flannel,5.20
1863,flap,3.10
1864,flare,2.55
1865,flash,4.18
1866,flask,2.20
1867,flat,2.64
1868,flaunt,2.73
1869,flavor,4.09
1870,flaw,1.73
1871,flax,2.30
1872,flea,3.73
1873,fleck,2.00
1874,fled,2.09
1875,flee,2.80
1876,fleece,4.27
1877,fleet,2.20
1878,flesh,3.10
1879,flew,2.73
1880,flex,3.82
1881,flick,2.27
1882,flier,3.09
1883,flight,3.91
1884,flimsy,3.73
1885,flinch,3.80
1886,fling,3.58
1887,flint,2.91
1888,flip,3.70
1889,flirt,3.92
1890,float,3.82
1891,flock,2.90
1892,flog,2.00
1893,flood,3.40
1894,floozy,2.00
1895,flop,3.36
1896,floss,3.55
1897,flounce,2.73
1898,flour,3.20
1899,flourish,3.82
1900,flow,3.80
1901,flower,5.30
1902,flown,2.60
1903,flu,3.40
1904,flub,2.18
1905,fluent,3.90
1906,fluff,3.92
1907,fluid,5.10
1908,fluke,2.27
1909,flume,2.09
1910,flung,2.00
1911,flunk,2.73
1912,flush,3.50
1913,flute,3.64
1914,flutter,4.40
1915,flux,2.30
1916,fly,3.40
1917,flyer,3.60
1918,foal,1.50
1919,foam,3.82
1920,focus,4.45
1921,fog,3.70
1922,fold,2.80
1923,folder,2.90
1924,folk,3.33
1925,follow,2.27
1926,folly,1.50
1927,fond,2.09
1928,fondue,4.70
1929,font,1.73
1930,food,4.18
1931,fool,2.64
1932,foot,2.90
1933,footage,3.09
1934,football,5.27
1935,for,1.00
1936,forbid,2.60
1937,force,3.50
1938,ford,1.30
1939,fore,1.60
1940,forego,1.70
1941,forehead,3.40
1942,foreign,2.55
1943,forest,4.70
1944,forfeit,2.90
1945,forge,1.91
1946,forget,2.09
1947,forgive,2.55
1948,forgot,2.36
1949,fork,3.00
1950,form,2.45
1951,formal,3.30
1952,format,2.10
1953,former,1.70
1954,forsake,2.20
1955,fort,2.92
1956,forte,3.10
1957,forth,2.33
1958,fortress,3.30
1959,fortune,3.73
1960,forum,2.40
1961,forward,2.00
1962,fossil,3.45
1963,fought,2.25
1964,foul,3.50
1965,found,1.18
1966,fountain,5.60
1967,four,2.36
1968,foyer,3.10
1969,fraction,2.00
1970,fracture,5.10
1971,fragile,3.90
1972,fragment,3.09
1973,frail,2.00
1974,frame,2.33
1975,franc,1.09
1976,frank,1.83
1977,frantic,3.73
1978,fraud,1.73
1979,fraught,1.73
1980,fray,1.70
1981,frays,3.17
1982,freak,2.70
1983,freckle,3.00
1984,free,3.20
1985,freebie,2.09
1986,freedom,3.40
1987,freeze,4.55
1988,frenzy,4.09
1989,fret,3.18
1990,friction,4.40
1991,friend,3.10
1992,friendship,3.91
1993,fright,3.45
1994,frigid,4.18
1995,frill,1.73
1996,fringe,2.60
1997,frisk,2.70
1998,frisky,3.36
1999,fritz,2.33
2000,frizz,2.90
2001,frock,2.09
2002,frog,3.64
2003,frolic,3.36
2004,from,1.20
2005,front,2.00
2006,frontier,3.20
2007,frost,4.45
2008,froth,2.36
2009,frown,3.10
2010,froze,3.40
2011,frozen,5.10
2012,fruit,3.60
2013,fry,2.45
2014,fudge,4.70
2015,fugue,1.82
2016,fulfill,3.10
2017,full,3.17
2018,fumble,3.60
2019,fume,2.55
2020,fun,3.70
2021,function,1.50
2022,fund,2.55
2023,fungus,4.60
2024,funk,4.00
2025,funnel,2.73
2026,funny,4.60
2027,furlough,1.18
2028,furnace,3.73
2029,furnish,2.70
2030,further,1.60
2031,fury,3.70
2032,fuse,3.36
2033,fusion,4.10
2034,futile,2.91
2035,futon,3.36
2036,future,3.50
2037,fuzz,3.30
2038,gab,2.64
2039,gable,1.36
2040,gadget,2.50
2041,gag,3.73
2042,gain,1.36
2043,gait,2.73
2044,gala,4.70
2045,gale,1.70
2046,gall,1.73
2047,gallant,2.90
2048,galley,2.18
2049,gallon,4.20
2050,gallop,4.90
2051,gallows,3.18
2052,galore,2.50
2053,gamble,3.27
2054,game,2.83
2055,gander,2.60
2056,gang,2.20
2057,gangrene,3.09
2058,gangster,4.40
2059,gap,2.40
2060,gape,2.82
2061,garage,4.80
2062,garb,2.33
2063,garbage,3.82
2064,garden,3.45
2065,gargle,3.10
2066,garland,3.20
2067,garlic,6.56
2068,garment,3.30
2069,garnish,4.30
2070,garter,2.60
2071,gas,4.00
2072,gash,4.18
2073,gasket,1.90
2074,gasp,4.09
2075,gate,3.82
2076,gather,2.27
2077,gator,4.27
2078,gauche,2.10
2079,gauge,2.45
2080,gaunt,2.18
2081,gauntlet,3.18
2082,gauze,3.90
2083,gave,2.20
2084,gavel,3.00
2085,gawk,3.50
2086,gay,3.30
2087,gays,2.00
2088,gaze,3.10
2089,gazelle,4.18
2090,gazette,2.00
2091,gear,3.09
2092,geese,4.09
2093,geezer,3.00
2094,gem,2.90
2095,gender,3.18
2096,gene,1.91
2097,genie,3.55
2098,genius,3.27
2099,genome,1.82
2100,genre,2.36
2101,gent,2.09
2102,genteel,1.64
2103,gentile,1.67
2104,gentle,2.82
2105,gentry,1.36
2106,gerbil,3.18
2107,germ,2.90
2108,gesture,2.36
2109,get,1.20
2110,getting,2.40
2111,ghetto,4.50
2112,ghost,2.92
2113,ghoul,2.75
2114,giddy,3.40
2115,gift,3.09
2116,gig,2.09
2117,giggle,3.82
2118,gill,2.45
2119,gilt,1.73
2120,gimmick,2.20
2121,gin,2.20
2122,ginger,5.40
2123,giraffe,5.40
2124,girdle,2.55
2125,girl,2.80
2126,girth,1.80
2127,gist,1.36
2128,give,2.50
2129,gizmo,2.90
2130,glacier,4.50
2131,glad,2.18
2132,glade,2.50
2133,glamour,4.00
2134,glance,2.64
2135,gland,2.18
2136,glare,4.55
2137,glass,2.73
2138,glaze,3.73
2139,gleam,2.91
2140,glee,3.64
2141,glen,1.73
2142,glib,1.80
2143,glide,3.67
2144,glimmer,4.20
2145,glimpse,2.64
2146,glint,3.20
2147,glitter,4.18
2148,gloat,2.58
2149,glob,3.64
2150,globe,2.50
2151,gloom,3.18
2152,glory,3.55
2153,gloss,3.17
2154,glove,4.10
2155,glow,3.55
2156,glucose,3.30
2157,glue,3.40
2158,glum,1.91
2159,glut,2.30
2160,glutton,4.00
2161,gnarly,4.10
2162,gnash,3.80
2163,gnat,3.00
2164,gnaw,2.80
2165,gnome,1.91
2166,go,2.00
2167,goal,3.30
2168,goalie,3.36
2169,goat,3.30
2170,goatee,4.09
2171,gob,1.91
2172,gobble,3.55
2173,goblin,3.09
2174,god,2.80
2175,goddess,4.00
2176,goggle,3.90
2177,going,1.60
2178,gold,2.92
2179,golf,3.00
2180,golly,2.20
2181,gone,1.80
2182,gong,3.36
2183,gonna,1.80
2184,goo,2.91
2185,good,2.17
2186,goof,2.60
2187,goose,3.09
2188,gopher,3.60
2189,gore,2.91
2190,gorge,3.64
2191,gorgeous,5.00
2192,gosh,2.17
2193,gospel,3.00
2194,gossip,3.55
2195,got,1.18
2196,gouge,2.73
2197,goulash,4.09
2198,gourd,2.09
2199,gourmet,4.55
2200,govern,2.50
2201,gown,2.45
2202,grab,3.08
2203,grace,2.45
2204,grade,1.80
2205,graft,1.60
2206,grail,2.27
2207,grain,2.30
2208,grammar,2.50
2209,grand,2.30
2210,grandeur,2.30
2211,granite,3.50
2212,grant,1.70
2213,grape,4.55
2214,graph,2.40
2215,graphic,3.64
2216,grasp,2.80
2217,grass,4.08
2218,grate,3.55
2219,grateful,2.55
2220,grave,4.45
2221,gravel,4.60
2222,gravy,5.80
2223,gray,2.64
2224,graze,1.91
2225,great,1.40
2226,greed,2.27
2227,greet,3.00
2228,grew,1.82
2229,grid,2.10
2230,grief,3.10
2231,grievance,2.82
2232,grieve,3.73
2233,grievous,2.18
2234,grill,2.73
2235,grim,2.45
2236,grime,2.36
2237,grin,4.20
2238,grind,3.64
2239,grip,3.27
2240,gripe,1.60
2241,grisly,3.20
2242,grit,3.09
2243,grits,2.50
2244,grizzly,4.27
2245,groan,4.10
2246,groggy,4.80
2247,groin,2.90
2248,groom,3.82
2249,groove,3.09
2250,groovy,3.91
2251,grope,2.80
2252,gross,3.36
2253,grotesque,5.10
2254,grotto,3.64
2255,grouch,2.20
2256,ground,2.40
2257,grouse,1.36
2258,grove,2.50
2259,grovel,2.27
2260,grow,2.60
2261,growl,4.17
2262,grub,3.50
2263,grudge,1.30
2264,gruff,2.36
2265,grunt,3.50
2266,guard,2.64
2267,guess,2.33
2268,guest,1.90
2269,guidance,2.45
2270,guide,1.09
2271,guild,1.75
2272,guile,1.70
2273,guilt,3.36
2274,guise,1.80
2275,guitar,4.73
2276,gulf,3.40
2277,gull,2.42
2278,gully,2.20
2279,gulp,4.40
2280,gum,3.92
2281,gumbo,5.00
2282,gun,3.36
2283,gurney,2.36
2284,guru,3.20
2285,gush,4.50
2286,gusto,2.40
2287,gut,3.50
2288,gutter,3.73
2289,guy,3.36
2290,gym,3.55
2291,gymnast,4.64
2292,gyp,1.40
2293,gypsy,3.45
2294,habit,2.30
2295,hack,3.91
2296,had,1.50
2297,hag,2.40
2298,haggard,2.91
2299,haggle,2.91
2300,hail,2.00
2301,hair,3.50
2302,hairdo,3.64
2303,hale,2.20
2304,half,2.00
2305,hall,3.55
2306,hallway,3.55
2307,halo,3.09
2308,halve,1.80
2309,ham,3.10
2310,hammer,3.36
2311,hammock,4.70
2312,hamper,2.80
2313,hamster,5.60
2314,handle,2.20
2315,handy,2.30
2316,hang,2.45
2317,hangar,2.30
2318,hanger,3.30
2319,hank,1.60
2320,hanky,2.82
2321,happen,1.70
2322,happy,4.09
2323,harass,3.30
2324,harbor,4.50
2325,hardy,2.82
2326,harem,3.00
2327,hark,1.55
2328,harlot,2.44
2329,harm,1.50
2330,harness,2.70
2331,harpoon,2.82
2332,harsh,2.08
2333,hart,1.40
2334,harvest,3.10
2335,has,1.25
2336,hash,2.18
2337,hassle,2.70
2338,haste,2.00
2339,hat,2.91
2340,hatch,2.45
2341,hatchet,2.91
2342,hate,2.00
2343,hath,1.36
2344,haul,2.00
2345,haunt,2.80
2346,have,1.64
2347,haven,2.70
2348,havoc,3.36
2349,hawk,3.00
2350,hazard,4.50
2351,haze,3.09
2352,hazel,4.50
2353,he,1.40
2354,head,3.82
2355,heal,2.45
2356,health,1.80
2357,heap,2.91
2358,hear,4.20
2359,heard,2.18
2360,hearse,2.70
2361,heart,3.91
2362,hearth,1.73
2363,heat,3.36
2364,heath,2.09
2365,heathen,2.60
2366,heave,3.27
2367,heaven,4.00
2368,heavy,4.91
2369,hectic,4.27
2370,hedge,2.64
2371,heed,1.92
2372,heel,2.80
2373,heft,1.60
2374,heifer,2.50
2375,height,1.82
2376,heinous,3.18
2377,heir,1.91
2378,heiress,2.64
2379,heirloom,2.55
2380,heist,2.36
2381,held,2.10
2382,hell,2.55
2383,hello,3.36
2384,helm,1.50
2385,helmet,4.00
2386,help,1.64
2387,hem,1.60
2388,hemlock,2.64
2389,hemp,1.73
2390,hen,2.00
2391,hence,1.00
2392,herald,1.90
2393,herb,3.18
2394,herd,2.50
2395,here,2.00
2396,heresy,2.60
2397,hermit,3.00
2398,herpes,4.00
2399,herring,2.18
2400,hertz,1.00
2401,hex,2.83
2402,hiccup,4.73
2403,hick,1.73
2404,hickey,4.60
2405,hid,1.73
2406,hide,2.30
2407,hijack,5.18
2408,hike,2.90
2409,hill,2.50
2410,hilt,2.09
2411,him,2.55
2412,hind,1.80
2413,hinge,2.20
2414,hint,1.91
2415,hip,4.18
2416,hippie,4.64
2417,hippo,5.10
2418,hippy,4.60
2419,hire,1.45
2420,his,1.80
2421,hiss,3.33
2422,hit,2.40
2423,hitch,1.64
2424,hither,1.50
2425,hive,2.80
2426,hives,4.45
2427,hoard,2.00
2428,hoarse,2.27
2429,hoax,2.00
2430,hobby,3.50
2431,hobo,3.00
2432,hock,2.00
2433,hockey,4.60
2434,hoe,3.91
2435,hoes,2.27
2436,hog,3.33
2437,hoist,2.10
2438,hokey,1.90
2439,hold,2.08
2440,hole,1.91
2441,holler,3.45
2442,holster,2.45
2443,holy,4.00
2444,homage,2.30
2445,home,4.00
2446,homely,3.60
2447,hone,2.10
2448,honest,3.36
2449,honey,5.00
2450,honk,3.45
2451,honor,3.10
2452,hood,2.92
2453,hoodlum,3.73
2454,hoof,2.18
2455,hook,3.25
2456,hooky,4.10
2457,hoop,3.17
2458,hoopla,1.73
2459,hooray,2.90
2460,hoot,3.27
2461,hooves,3.50
2462,hop,3.27
2463,hope,1.70
2464,horde,3.09
2465,hormone,2.82
2466,horn,4.42
2467,hornet,4.90
2468,horrid,3.70
2469,horror,4.18
2470,host,1.64
2471,hostage,3.90
2472,hostel,3.91
2473,hostess,2.40
2474,hostile,3.40
2475,hot,3.82
2476,hotel,4.10
2477,hound,2.60
2478,hour,1.91
2479,hove,1.27
2480,hover,2.82
2481,howl,3.83
2482,hub,1.73
2483,huddle,4.09
2484,hue,3.18
2485,huff,2.90
2486,hug,4.27
2487,huge,2.75
2488,hula,3.73
2489,hulk,2.90
2490,hull,2.36
2491,hum,4.60
2492,human,4.09
2493,humane,2.82
2494,humble,3.00
2495,humbug,2.00
2496,humid,6.00
2497,humor,4.22
2498,hump,2.73
2499,hunch,3.00
2500,hundred,2.36
2501,hung,2.42
2502,hunger,5.55
2503,hungry,5.09
2504,hunk,2.73
2505,hunt,3.20
2506,hurdle,3.70
2507,hurl,3.17
2508,hurrah,2.50
2509,hurray,2.67
2510,hurry,4.27
2511,hurt,3.00
2512,husband,3.70
2513,hush,2.58
2514,husk,2.40
2515,hussy,2.18
2516,hustle,3.64
2517,hut,1.27
2518,hutch,1.20
2519,hybrid,2.45
2520,hydrant,5.00
2521,hygiene,3.18
2522,hymn,2.55
2523,hype,1.40
2524,hyper,4.90
2525,icing,3.82
2526,icon,3.36
2527,ideal,2.27
2528,ides,1.45
2529,idle,2.45
2530,idol,3.40
2531,if,1.09
2532,ignite,5.00
2533,ignore,2.64
2534,ill,3.18
2535,image,3.50
2536,immense,3.50
2537,immune,2.30
2538,imp,1.91
2539,impact,3.55
2540,impart,1.60
2541,impede,2.00
2542,implant,2.45
2543,implore,2.80
2544,imply,1.55
2545,import,2.27
2546,impose,2.60
2547,impound,2.27
2548,impress,2.55
2549,imprint,2.09
2550,improve,3.00
2551,impulse,3.55
2552,in,2.00
2553,inbred,3.09
2554,incense,5.90
2555,incest,3.10
2556,inch,1.91
2557,include,2.00
2558,income,2.73
2559,increase,2.45
2560,incur,2.20
2561,indeed,1.55
2562,index,3.10
2563,indict,2.09
2564,induce,2.60
2565,indulge,3.80
2566,inept,2.09
2567,infant,5.20
2568,infect,4.60
2569,infer,1.64
2570,inflict,4.27
2571,inform,2.50
2572,ingrate,1.64
2573,inhale,4.50
2574,inject,3.80
2575,injure,4.30
2576,ink,2.90
2577,inmate,3.10
2578,innate,2.70
2579,input,2.27
2580,inquest,1.64
2581,inquire,1.90
2582,insane,3.91
2583,insect,4.11
2584,insert,2.50
2585,insight,1.70
2586,insist,2.55
2587,inspect,2.18
2588,install,2.50
2589,instance,1.70
2590,instant,1.64
2591,instead,1.82
2592,instinct,2.27
2593,instruct,2.90
2594,insult,3.73
2595,insure,1.64
2596,intact,2.36
2597,intend,1.90
2598,intense,3.27
2599,intent,2.40
2600,intern,2.91
2601,into,1.90
2602,intrigue,2.82
2603,invade,3.00
2604,invent,2.20
2605,invest,2.27
2606,invite,2.64
2607,invoice,1.90
2608,invoke,1.91
2609,involve,1.50
2610,inward,1.90
2611,irate,3.00
2612,ire,1.64
2613,iris,5.70
2614,irk,2.18
2615,iron,3.55
2616,is,1.00
2617,island,4.55
2618,isle,2.10
2619,issue,2.00
2620,it,1.42
2621,itch,4.30
2622,item,2.09
2623,itself,1.70
2624,jab,3.36
2625,jack,1.55
2626,jackal,2.55
2627,jacket,3.90
2628,jade,2.45
2629,jag,1.82
2630,jaguar,4.70
2631,jail,3.00
2632,jam,4.00
2633,jar,3.73
2634,jargon,1.90
2635,jasmine,4.60
2636,jasper,2.27
2637,jaunt,2.73
2638,java,3.80
2639,jaw,3.00
2640,jay,1.82
2641,jazz,3.50
2642,jealous,3.80
2643,jeans,4.27
2644,jeer,2.70
2645,jell,3.45
2646,jelly,4.50
2647,jerk,1.70
2648,jersey,4.70
2649,jest,2.20
2650,jester,2.90
2651,jet,4.33
2652,jewel,4.09
2653,jibe,1.50
2654,jiffy,2.64
2655,jig,3.10
2656,jiggle,4.36
2657,jingle,4.30
2658,jinx,1.80
2659,job,2.36
2660,jockey,3.64
2661,join,1.73
2662,joint,2.30
2663,jolly,4.00
2664,jolt,3.73
2665,josh,1.82
2666,jot,3.09
2667,journal,2.09
2668,journey,4.27
2669,jowl,1.70
2670,joy,3.17
2671,judge,2.40
2672,judgment,2.36
2673,judo,4.00
2674,juggle,3.64
2675,juice,3.30
2676,jumbo,3.64
2677,juncture,2.20
2678,jungle,5.60
2679,junior,2.50
2680,junk,2.09
2681,junket,1.20
2682,jury,2.27
2683,just,1.55
2684,justice,2.70
2685,kaput,2.18
2686,karma,3.18
2687,kazoo,3.82
2688,kebab,4.20
2689,keel,2.27
2690,keen,2.58
2691,keg,2.50
2692,keister,1.50
2693,kelp,3.33
2694,kennel,2.64
2695,keno,1.09
2696,kept,1.20
2697,kernel,3.20
2698,ketchup,4.30
2699,kettle,3.45
2700,key,4.00
2701,khaki,5.70
2702,kibble,2.33
2703,kidney,2.45
2704,kill,2.82
2705,kiln,2.10
2706,kilt,2.00
2707,kin,1.64
2708,kind,2.18
2709,king,3.25
2710,kingdom,3.80
2711,kink,3.18
2712,kiss,4.50
2713,kit,1.27
2714,kitchen,3.55
2715,kite,2.17
2716,kitten,4.91
2717,kitty,3.91
2718,kiwi,4.00
2719,knack,2.42
2720,knave,1.45
2721,knead,3.55
2722,knee,4.27
2723,kneel,2.82
2724,knell,1.64
2725,knelt,3.60
2726,knew,1.36
2727,knight,3.64
2728,knit,2.80
2729,knob,2.50
2730,knock,3.64
2731,knoll,2.40
2732,knot,3.36
2733,know,1.70
2734,knowledge,2.82
2735,knuckle,4.40
2736,kosher,3.50
2737,kraut,1.73
2738,lab,2.50
2739,label,2.27
2740,labor,3.89
2741,lace,2.90
2742,lack,1.30
2743,lackey,1.55
2744,lacrosse,4.00
2745,lactose,2.45
2746,lad,2.25
2747,ladder,3.70
2748,laden,2.60
2749,ladle,3.40
2750,lady,4.70
2751,lag,2.18
2752,lagoon,3.90
2753,laid,2.64
2754,lain,1.27
2755,lair,1.80
2756,lake,4.64
2757,lamb,3.09
2758,lame,1.40
2759,lament,2.64
2760,lamp,2.73
2761,lance,1.73
2762,land,3.82
2763,lane,2.55
2764,language,2.90
2765,lap,2.73
2766,lapse,1.73
2767,lard,3.58
2768,large,1.80
2769,lark,2.55
2770,larvae,2.80
2771,larynx,4.00
2772,laser,4.70
2773,lash,3.09
2774,lass,2.10
2775,lasso,2.30
2776,last,1.90
2777,latch,2.36
2778,late,2.50
2779,latent,2.00
2780,later,1.90
2781,latex,3.80
2782,lathe,2.00
2783,lather,4.36
2784,latrine,3.91
2785,latter,1.91
2786,laud,1.30
2787,laugh,4.36
2788,launch,3.00
2789,launder,2.64
2790,laundry,4.50
2791,lava,4.50
2792,lavish,3.82
2793,law,1.73
2794,lawn,3.18
2795,lawyer,3.90
2796,lax,1.92
2797,lay,2.36
2798,layer,3.20
2799,laze,1.60
2800,lazy,4.18
2801,leach,2.75
2802,league,2.00
2803,leak,2.79
2804,lean,3.60
2805,leap,3.10
2806,leapt,2.90
2807,leary,2.50
2808,lease,1.20
2809,leash,2.92
2810,least,1.10
2811,leather,5.40
2812,leave,1.33
2813,lecture,2.60
2814,led,2.25
2815,ledge,2.20
2816,ledger,1.73
2817,leech,3.60
2818,leer,2.40
